id,name,type,categ_id,default_code,barcode,list_price,standard_price,weight,description,image_1920,Extra Product Media/Image,Extra Product Media/Name
3b8c1183,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-dsc_8707_copy.jpg,Gallery Image 1
3b8c1183,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/Air-Kit-Power-vs-Stock.jpg,Gallery Image 2
25658895,Direnza Cold Air Induction Kit – Volkswagen Golf MK5 1.4 TSI 04-09,GOODS,Air induction,,,154.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK065-01a.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK065-01a.jpg,Main Image
25658895,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/IMG_3193-copy-Square.jpg,Gallery Image 1
25658895,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK065-03-1.jpg,Gallery Image 2
3b4522ef,Direnza Vortex Cold Air Induction Kit – VW Golf MK7 R 2.0 TSI 2013-2020,GOODS,Air induction,,,389.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Dyno proven gains of +9.9bhp & +8.6nm CFD-Optimised dual inlets designed to force more cold air into the turbo Fully enclosed Airbox to combat high engine bay temperatures A straightforward way to give your car a sporty, performance soundtrack Air-tight, Proflex grommet that absorbs natural engine movement 3.5” Aluminium Intake pipe, powder coated premium wrinkle black Triple layer reinforced silicone & upgraded water hoses The VORTEX SERIES Intake for the Volkswagen Golf MK7 R is a high performance Air Induction system. Designed, developed and tested in-house over the past 18 months by Direnza’s team of highly skilled engineers. Every aspect of the kit has been designed from the ground up with quality & performance at its heart. Our brand new system offers an OEM fit & finish whilst providing significant power gains across the rpm range.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK029-02.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK029-02.jpg,Main Image
3b4522ef,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK029-01.jpg,Gallery Image 1
3b4522ef,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK029-04.jpg,Gallery Image 2
5eed403e,Direnza Cold Air Induction Kit – BMW 1 Series F20 F21 M135i 3.0 12-16,GOODS,Air induction,,,259.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK018-02.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK018-02.jpg,Main Image
5eed403e,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK018-03.jpg,Gallery Image 1
5eed403e,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/Gravity_BMW_F30_335i_induction_side0.png,Gallery Image 2
2c58fac9,Direnza Cold Air Induction Kit – BMW 1 Series F20 F21 M135i 3.0 Automatic 12-16,GOODS,Air induction,,,259.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK018A-03-1.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK018A-03-1.jpg,Main Image
2c58fac9,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK018A-02.jpg,Gallery Image 1
2c58fac9,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-dsc_8709_copy.jpg,Gallery Image 2
8c44a2e6,Direnza Cold Air Induction Kit – Skoda Fabia 5J 1.2 TSI 07-14,GOODS,Air induction,,,214.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK074-01-2.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK074-01-2.jpg,Main Image
8c44a2e6,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/IMG_7593-copy-square.jpg,Gallery Image 1
8c44a2e6,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK074-02.jpg,Gallery Image 2
e7af0eb0,Direnza Cold Air Induction Kit – Ford Fiesta MK7 Zetec S 1.0 EcoBoost 11-15,GOODS,Air induction,,,199.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-aiak035-03.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-aiak035-03.jpg,Main Image
e7af0eb0,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-dsc_7931_copy_2.jpg,Gallery Image 1
e7af0eb0,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-aiak035-04.jpg,Gallery Image 2
80272b15,Direnza Cold Air Induction Kit – Ford Fiesta MK8 1.0 Ecoboost 2017+,GOODS,Air induction,,,164.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-aiak064-02.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-aiak064-02.jpg,Main Image
80272b15,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/IMG_3254-copy-2-square.jpg,Gallery Image 1
80272b15,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-aiak064-03.jpg,Gallery Image 2
4a2714e4,Direnza Cold Air Induction Kit – Honda Civic EP3 Type R & S 2.0 00-05,GOODS,Air induction,,,184.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK066-01a.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK066-01a.jpg,Main Image
4a2714e4,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/IMG_3284-copy-square-1.jpg,Gallery Image 1
4a2714e4,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK066-02a.jpg,Gallery Image 2
075c4299,Direnza Cold Air Induction Kit – BMW 3 Series E46 3.0 01-06,GOODS,Air induction,,,169.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-aiak004-01.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-aiak004-01.jpg,Main Image
075c4299,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-dsc_2937_copy_square.jpg,Gallery Image 1
075c4299,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-dsc_2930_copy_square.jpg,Gallery Image 2
9c38cc47,Direnza Cold Air Induction Kit – BMW 3 Series E46 323 / 325 / 328 2.5 98-06,GOODS,Air induction,,,154.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK008-01a.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK008-01a.jpg,Main Image
9c38cc47,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK008-04.jpg,Gallery Image 1
9c38cc47,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/IMG_3313-copy-square.jpg,Gallery Image 2
00cb6192,Direnza Cold Air Induction Kit – Toyota GR Yaris 1.6T 2020+,GOODS,Air induction,,,269.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK043-02.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK043-02.jpg,Main Image
00cb6192,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK043-copy.jpg,Gallery Image 1
00cb6192,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/IMG_3832-copy-2-Square.jpg,Gallery Image 2
bd09ba5e,Direnza Cold Air Induction Kit – BMW Z4 E85 2.0 02-08,GOODS,Air induction,,,174.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK014-02.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK014-02.jpg,Main Image
bd09ba5e,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK014-01a.jpg,Gallery Image 1
bd09ba5e,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-aiak0091_1.jpg,Gallery Image 2
5ed924f3,Direnza Cold Air Induction Kit – Ford Fiesta MK7 ST180 EcoBoost 13-18,GOODS,Air induction,,,204.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK009-03a.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK009-03a.jpg,Main Image
5ed924f3,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/products-dsc_2780_copy.jpg,Gallery Image 1
5ed924f3,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK009-02a.jpg,Gallery Image 2
f4c10435,Direnza Cold Air Induction Kit – BMW 1 Series E87 120D N47 07-13,GOODS,Air induction,,,204.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK046-01-copy.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK046-01-copy.jpg,Main Image
f4c10435,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/BMW-1-Series-E87-Air-Kit-copy-square.jpg,Gallery Image 1
f4c10435,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK046-02a.jpg,Gallery Image 2
98ed7760,Direnza Cold Air Induction Kit – VW Golf MK5 R32 3.2 VR6 05-09,GOODS,Air induction,,,179.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK031-01.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK031-01.jpg,Main Image
98ed7760,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/IMG_7592-copy2.jpg,Gallery Image 1
98ed7760,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK031-02-2.jpg,Gallery Image 2
0df9a275,Direnza Cold Air Induction Kit – Ford Focus MK3 ST250 2.0 / RS 2.3 12-18,GOODS,Air induction,,,169.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK036-01a.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK036-01a.jpg,Main Image
0df9a275,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK036-ST-FITTED.jpg,Gallery Image 1
0df9a275,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK036-02a-1.jpg,Gallery Image 2
f709c60b,Direnza Cold Air Induction Kit – Ford Focus MK3 ST250 2.0 12-18,GOODS,Air induction,,,154.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK027-01-1a.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK027-01-1a.jpg,Main Image
f709c60b,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK027-01-2-scaled-1.jpg,Gallery Image 1
f709c60b,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK027-04a.jpg,Gallery Image 2
a0241d99,Direnza Cold Air Induction Kit – Mini Cooper F56 LCI 2.0 Turbo 2018-2021,GOODS,Air induction,,,219.99,0.00,0.01,"As proud stockists of Direnza, we offer their precision-engineered Air Induction Kits, developed through extensive testing and investment to deliver real performance gains. Each kit is designed to maximise airflow, improve throttle response, and enhance overall engine efficiency. Trusted by tuning professionals and enthusiast drivers alike, Direnza's induction solutions bring out the true potential of your vehicle. Designed to replace the OE setup, providing up to 50% more filter surface area to help maximise capacity Engineered to help your engine breathe easier and improve throttle response from your vehicle Gains in power and torque are noticeable over a larger RPM range A straightforward way to give your car a sporty, performance soundtrack Complete kit includes mandrel-bent alloy pipework and high quality cotton filter 3"" Aluminium Intake Pipe with Black Powder Coated Finish Direnza Cold Air Induction Kits include lightweight alloy pipework mandrel-bent for accurate placement on your vehicle, and coated with a premium grade, black textured finish for a sleek appearance. Designed in-house by Direnza engineers, our Cold Air Induction Kits reduce blockages and significantly enhance air flow into the engine compared with stock induction arrangements, boosting your car’s soundtrack and performance.",https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK104-02.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/AIAK104-02.jpg,Main Image
a0241d99,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/Mini-F56-LCI-Cooper-S-Induction-Kit.jpg,Gallery Image 1
a0241d99,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2025/09/Mini-F56-Air-Kit-Fitted-2-WEB.jpg,Gallery Image 2
